      material  location  period     label       f_0     res_1       f_1  \
386        5.0       7.0   192.0  0.050000  0.138144 -0.088144  0.133341   
387        5.0       5.0    12.0  0.180000  0.138144  0.041856  0.138330   
388        5.0       5.0    24.0  0.150000  0.138144  0.011856  0.138330   
389        5.0       5.0    48.0  0.100000  0.138144 -0.038144  0.138330   
390        5.0       5.0   192.0  0.070000  0.138144 -0.068144  0.133341   
391        5.0      13.0    12.0  0.100000  0.138144 -0.038144  0.145557   
392        5.0      13.0    24.0  0.100000  0.138144 -0.038144  0.145557   
393        5.0      13.0    48.0  0.320000  0.138144  0.181856  0.145557   
394        5.0      13.0    96.0  0.360000  0.138144  0.221856  0.145557   
395        5.0      11.0    24.0  0.180000  0.138144  0.041856  0.138330   
396        5.0      11.0    48.0  0.120000  0.138144 -0.018144  0.138330   
397        5.0      11.0    96.0  0.083000  0.138144 -0.055144  0.133341   
398        5.0      11.0   192.0  0.068000  0.138144 -0.070144  0.133341   
399        5.0      10.0    12.0  0.150000  0.138144  0.011856  0.138330   
400        5.0      10.0    24.0  0.098000  0.138144 -0.040144  0.138330   
401        5.0      10.0    48.0  0.074000  0.138144 -0.064144  0.138330   
402        5.0      10.0    96.0  0.059000  0.138144 -0.079144  0.133341   
403        5.0      10.0   192.0  0.066000  0.138144 -0.072144  0.133341   
404       13.0       9.0    96.0  0.200000  0.138144  0.061856  0.133341   
405       13.0       9.0    48.0  0.110000  0.138144 -0.028144  0.138330   
406       13.0       7.0    12.0  0.300000  0.138144  0.161856  0.138330   
407       13.0       7.0    24.0  0.170000  0.138144  0.031856  0.138330   
408       13.0       7.0    48.0  0.110000  0.138144 -0.028144  0.138330   
409       13.0       7.0    96.0  0.100000  0.138144 -0.038144  0.133341   
410       13.0       7.0   192.0  0.050000  0.138144 -0.088144  0.133341   
411       13.0       5.0   192.0  0.080000  0.138144 -0.058144  0.133341   
412       13.0       5.0    96.0  0.070000  0.138144 -0.068144  0.133341   
413       13.0      13.0    96.0  0.390000  0.138144  0.251856  0.145557   
414       13.0      11.0   192.0  0.130000  0.138144 -0.008144  0.133341   
415       13.0      11.0    96.0  0.160000  0.138144  0.021856  0.133341   
416       13.0      11.0    48.0  0.210000  0.138144  0.071856  0.138330   
417       13.0      10.0   192.0  0.083000  0.138144 -0.055144  0.133341   
418       13.0      10.0    96.0  0.065000  0.138144 -0.073144  0.133341   
419       13.0       9.0    24.0  0.080000  0.138144 -0.058144  0.138330   
420       13.0       9.0    12.0  0.090000  0.138144 -0.048144  0.138330   
421       13.0       7.0    12.0  0.290000  0.138144  0.151856  0.138330   
422       13.0       7.0    24.0  0.150000  0.138144  0.011856  0.138330   
423       13.0       7.0    48.0  0.090000  0.138144 -0.048144  0.138330   
424       13.0       7.0    96.0  0.060000  0.138144 -0.078144  0.133341   
425       13.0       7.0   192.0  0.050000  0.138144 -0.088144  0.133341   
426       13.0       5.0    48.0  0.100000  0.138144 -0.038144  0.138330   
427       13.0       5.0    24.0  0.130000  0.138144 -0.008144  0.138330   
428       13.0       5.0    12.0  0.170000  0.138144  0.031856  0.138330   
429       13.0      13.0    48.0  0.380000  0.138144  0.241856  0.145557   
430       13.0      13.0    24.0  0.170000  0.138144  0.031856  0.145557   
431       13.0      13.0    12.0  0.100000  0.138144 -0.038144  0.145557   
432       13.0      11.0    24.0  0.320000  0.138144  0.181856  0.138330   
433       13.0      11.0    12.0  0.370000  0.138144  0.231856  0.138330   
434       13.0      10.0    48.0  0.082000  0.138144 -0.056144  0.138330   
435       13.0      10.0    24.0  0.110000  0.138144 -0.028144  0.138330   
436       13.0      10.0    12.0  0.140000  0.138144  0.001856  0.138330   
437       14.0       5.0    12.0  0.100000  0.138144 -0.038144  0.138330   
438       14.0       9.0    24.0  0.160000  0.138144  0.021856  0.138330   
439       14.0       9.0    48.0  0.270000  0.138144  0.131856  0.138330   
440       14.0       9.0    96.0  0.220000  0.138144  0.081856  0.133341   
441       14.0       7.0    12.0  0.200000  0.138144  0.061856  0.138330   
442       14.0       7.0    24.0  0.130000  0.138144 -0.008144  0.138330   
443       14.0       7.0    48.0  0.080000  0.138144 -0.058144  0.138330   
444       14.0       7.0    96.0  0.060000  0.138144 -0.078144  0.133341   
445       14.0       7.0   192.0  0.040000  0.138144 -0.098144  0.133341   
446       14.0       5.0    24.0  0.130000  0.138144 -0.008144  0.138330   
447       14.0       5.0    48.0  0.100000  0.138144 -0.038144  0.138330   
448       14.0       5.0    96.0  0.090000  0.138144 -0.048144  0.133341   
449       14.0       5.0   192.0  0.080000  0.138144 -0.058144  0.133341   
450       14.0      10.0    12.0  0.061000  0.138144 -0.077144  0.138330   
451       14.0      13.0    24.0  0.059000  0.138144 -0.079144  0.145557   
452       14.0      13.0    48.0  0.089000  0.138144 -0.049144  0.145557   
453       14.0      13.0    96.0  0.290000  0.138144  0.151856  0.145557   
454       14.0      11.0    12.0  0.240000  0.138144  0.101856  0.138330   
455       14.0      11.0    24.0  0.190000  0.138144  0.051856  0.138330   
456       14.0      11.0    48.0  0.130000  0.138144 -0.008144  0.138330   
457       14.0      11.0    96.0  0.096000  0.138144 -0.042144  0.133341   
458       14.0      11.0   192.0  0.080000  0.138144 -0.058144  0.133341   
459       14.0      10.0    12.0  0.120000  0.138144 -0.018144  0.138330   
460       14.0      10.0    24.0  0.091000  0.138144 -0.047144  0.138330   
461       14.0      10.0    48.0  0.086000  0.138144 -0.052144  0.138330   
462       14.0      10.0    96.0  0.062000  0.138144 -0.076144  0.133341   
463       14.0      10.0   192.0  0.058000  0.138144 -0.080144  0.133341   
464        0.0      22.0    12.0  0.320000  0.138144  0.181856  0.139990   
465        0.0      22.0    24.0  0.270000  0.138144  0.131856  0.139990   
466        0.0      22.0    48.0  0.300000  0.138144  0.161856  0.139990   
467        0.0      22.0    96.0  0.210000  0.138144  0.071856  0.139990   
468        0.0      20.0    12.0  0.220000  0.138144  0.081856  0.139990   
469        0.0      20.0    24.0  0.170000  0.138144  0.031856  0.139990   
470        0.0      20.0    48.0  0.120000  0.138144 -0.018144  0.139990   
471        0.0      20.0    96.0  0.080000  0.138144 -0.058144  0.139990   
472        0.0      18.0    12.0  0.190000  0.138144  0.051856  0.145557   
473        0.0      18.0    24.0  0.160000  0.138144  0.021856  0.145557   
474        0.0      18.0    48.0  0.140000  0.138144  0.001856  0.145557   
475        0.0      18.0    96.0  0.110000  0.138144 -0.028144  0.145557   
476        3.0      22.0    12.0  0.180000  0.138144  0.041856  0.139990   
477        3.0      22.0    24.0  0.350000  0.138144  0.211856  0.139990   
478        3.0      22.0    48.0  0.270000  0.138144  0.131856  0.139990   
479        3.0      22.0    96.0  0.300000  0.138144  0.161856  0.139990   
480        3.0      20.0    12.0  0.240000  0.138144  0.101856  0.139990   
481        3.0      20.0    24.0  0.190000  0.138144  0.051856  0.139990   
482        3.0      20.0    48.0  0.150000  0.138144  0.011856  0.139990   
483        3.0      20.0    96.0  0.094000  0.138144 -0.044144  0.139990   
484        3.0      18.0    12.0  0.180000  0.138144  0.041856  0.145557   
485        3.0      18.0    24.0  0.160000  0.138144  0.021856  0.145557   
486        3.0      18.0    48.0  0.140000  0.138144  0.001856  0.145557   
487        3.0      18.0    96.0  0.140000  0.138144  0.001856  0.145557   
488        5.0      22.0    12.0  0.340000  0.138144  0.201856  0.139990   
489        5.0      22.0    24.0  0.260000  0.138144  0.121856  0.139990   
490        5.0      22.0    48.0  0.300000  0.138144  0.161856  0.139990   
491        5.0      22.0    96.0  0.230000  0.138144  0.091856  0.139990   
492        5.0      20.0    12.0  0.240000  0.138144  0.101856  0.139990   
493        5.0      20.0    24.0  0.190000  0.138144  0.051856  0.139990   
494        5.0      20.0    48.0  0.160000  0.138144  0.021856  0.139990   
495        5.0      20.0    96.0  0.110000  0.138144 -0.028144  0.139990   
496        5.0      18.0    12.0  0.180000  0.138144  0.041856  0.145557   
497        5.0      18.0    24.0  0.160000  0.138144  0.021856  0.145557   
498        5.0      18.0    48.0  0.140000  0.138144  0.001856  0.145557   
499        5.0      18.0    96.0  0.130000  0.138144 -0.008144  0.145557   
500       15.0      18.0    12.0  0.190000  0.138144  0.051856  0.145557   
501       15.0      18.0    24.0  0.160000  0.138144  0.021856  0.145557   
502       15.0      18.0    48.0  0.140000  0.138144  0.001856  0.145557   
503       15.0      18.0    96.0  0.110000  0.138144 -0.028144  0.145557   
504       15.0      18.0   192.0  0.100000  0.138144 -0.038144  0.145557   
505       15.0      21.0    12.0  0.220000  0.138144  0.081856  0.139990   
506       15.0      21.0    24.0  0.170000  0.138144  0.031856  0.139990   
507       15.0      21.0    48.0  0.120000  0.138144 -0.018144  0.139990   
508       15.0      21.0    96.0  0.080000  0.138144 -0.058144  0.139990   
509       15.0      21.0   192.0  0.071000  0.138144 -0.067144  0.139990   
510       15.0      22.0    12.0  0.320000  0.138144  0.181856  0.139990   
511       15.0      22.0    24.0  0.270000  0.138144  0.131856  0.139990   
512       15.0      22.0    48.0  0.300000  0.138144  0.161856  0.139990   
513       15.0      22.0    96.0  0.210000  0.138144  0.071856  0.139990   
514        3.0      18.0   192.0  0.170000  0.138144  0.031856  0.145557   
515        3.0      21.0   192.0  0.065000  0.138144 -0.073144  0.139990   
516        5.0      18.0   192.0  0.160000  0.138144  0.021856  0.145557   
517        5.0      21.0   192.0  0.064000  0.138144 -0.074144  0.139990   
518        0.0       5.0    12.0  0.200000  0.138144  0.061856  0.138330   
519        0.0       5.0    24.0  0.150000  0.138144  0.011856  0.138330   
520        0.0       5.0    48.0  0.110000  0.138144 -0.028144  0.138330   
521        0.0       5.0    96.0  0.092000  0.138144 -0.046144  0.133341   
522        0.0       8.0    12.0  0.220000  0.138144  0.081856  0.138330   
523        0.0       8.0    24.0  0.130000  0.138144 -0.008144  0.138330   
524        0.0       8.0    48.0  0.076000  0.138144 -0.062144  0.138330   
525        0.0       8.0    96.0  0.048000  0.138144 -0.090144  0.133341   
526        0.0       9.0    12.0  0.110000  0.138144 -0.028144  0.138330   
527        0.0       9.0    24.0  0.110000  0.138144 -0.028144  0.138330   
528        0.0       9.0    48.0  0.260000  0.138144  0.121856  0.138330   
529        0.0       9.0    96.0  0.270000  0.138144  0.131856  0.133341   
530        3.0       5.0    12.0  0.180000  0.138144  0.041856  0.138330   
531        3.0       5.0    24.0  0.160000  0.138144  0.021856  0.138330   
532        3.0       5.0    48.0  0.110000  0.138144 -0.028144  0.138330   
533        3.0       5.0    96.0  0.096000  0.138144 -0.042144  0.133341   
534        3.0       8.0    12.0  0.260000  0.138144  0.121856  0.138330   
535        3.0       8.0    24.0  0.160000  0.138144  0.021856  0.138330   
536        3.0       8.0    48.0  0.088000  0.138144 -0.050144  0.138330   
537        3.0       8.0    96.0  0.068000  0.138144 -0.070144  0.133341   
538        3.0       9.0    12.0  0.130000  0.138144 -0.008144  0.138330   
539        3.0       9.0    24.0  0.240000  0.138144  0.101856  0.138330   
540        3.0       9.0    48.0  0.300000  0.138144  0.161856  0.138330   
541        3.0       9.0    96.0  0.270000  0.138144  0.131856  0.133341   
542        5.0       5.0    12.0  0.170000  0.138144  0.031856  0.138330   
543        5.0       5.0    24.0  0.140000  0.138144  0.001856  0.138330   
544        5.0       5.0    48.0  0.100000  0.138144 -0.038144  0.138330   
545        5.0       5.0    96.0  0.090000  0.138144 -0.048144  0.133341   
546        5.0       8.0    12.0  0.250000  0.138144  0.111856  0.138330   
547        5.0       8.0    24.0  0.160000  0.138144  0.021856  0.138330   
548        5.0       8.0    48.0  0.085000  0.138144 -0.053144  0.138330   
549        5.0       8.0    96.0  0.063000  0.138144 -0.075144  0.133341   
550        5.0       9.0    12.0  0.130000  0.138144 -0.008144  0.138330   
551        5.0       9.0    24.0  0.170000  0.138144  0.031856  0.138330   
552        5.0       9.0    48.0  0.310000  0.138144  0.171856  0.138330   
553        5.0       9.0    96.0  0.330000  0.138144  0.191856  0.133341   
554        0.0      10.0    12.0  0.100000  0.138144 -0.038144  0.138330   
555        0.0      10.0    24.0  0.087000  0.138144 -0.051144  0.138330   
556        0.0      10.0    48.0  0.069000  0.138144 -0.069144  0.138330   
557        0.0      10.0    96.0  0.051000  0.138144 -0.087144  0.133341   
558        0.0      12.0    12.0  0.160000  0.138144  0.021856  0.138330   
559        0.0      12.0    24.0  0.130000  0.138144 -0.008144  0.138330   
560        0.0      12.0    48.0  0.092000  0.138144 -0.046144  0.138330   
561        0.0      12.0    96.0  0.079000  0.138144 -0.059144  0.133341   
562        0.0      13.0    12.0  0.140000  0.138144  0.001856  0.145557   
563        0.0      13.0    24.0  0.420000  0.138144  0.281856  0.145557   
564        0.0      13.0    48.0  0.380000  0.138144  0.241856  0.145557   
565        0.0      13.0    96.0  0.380000  0.138144  0.241856  0.145557   
566        3.0      10.0    12.0  0.110000  0.138144 -0.028144  0.138330   
567        3.0      10.0    24.0  0.110000  0.138144 -0.028144  0.138330   
568        3.0      10.0    48.0  0.072000  0.138144 -0.066144  0.138330   
569        3.0      10.0    96.0  0.056000  0.138144 -0.082144  0.133341   
570        3.0      12.0    12.0  0.180000  0.138144  0.041856  0.138330   
571        3.0      12.0    24.0  0.140000  0.138144  0.001856  0.138330   
572        3.0      12.0    48.0  0.120000  0.138144 -0.018144  0.138330   
573        3.0      12.0    96.0  0.090000  0.138144 -0.048144  0.133341   
574        3.0      13.0    12.0  0.120000  0.138144 -0.018144  0.145557   
575        3.0      13.0    24.0  0.340000  0.138144  0.201856  0.145557   
576        3.0      13.0    48.0  0.380000  0.138144  0.241856  0.145557   
577        3.0      13.0    96.0  0.010000  0.138144 -0.128144  0.145557   
578        5.0      10.0    12.0  0.110000  0.138144 -0.028144  0.138330   
579        5.0      10.0    24.0  0.090000  0.138144 -0.048144  0.138330   
580        5.0      10.0    48.0  0.078000  0.138144 -0.060144  0.138330   
581        5.0      10.0    96.0  0.054000  0.138144 -0.084144  0.133341   
582        5.0      12.0    12.0  0.180000  0.138144  0.041856  0.138330   
583        5.0      12.0    24.0  0.160000  0.138144  0.021856  0.138330   
